Pitch Sequence,Pitcher ID,At-Bat Outcome
"SL,SI,SL,CB",672335,field_out
"SI,ST,ST,ST,SI",573124,single
"ST,CH,SI",571948,sac_fly
"FF,FF,SL,FF,FF,FF,FF",642547,single
CB,642547,field_out
"FF,FF,FF",642547,single
"FF,SI,FF,FF,FF",642770,walk
FC,605242,single
"CB,FF,CB",598264,field_out
"SI,FC,CH",623211,strikeout
"CB,SL,FF",666129,field_out
"SI,CB,FF,FF,SL",666129,strikeout
"FF,SL,SI,CB",669923,strikeout
FF,669923,field_out
"FF,CH,FF,SL,FF,SI,CB",669923,field_out
"FF,ST,FF,ST",682171,hit_by_pitch
"FF,SI",593334,field_out
"CB,CB",593334,field_out
"FF,ST",650633,single
"CB,CH,CH,SI",571927,strikeout
"SI,SI",571927,field_out
"CH,SI,CB,SI,SI",571927,walk
"FF,FF",608717,field_out
"ST,ST,ST,ST,ST,FS,ST",663855,home_run
"FF,FF,CH,FF,FF,FF",542881,grounded_into_double_play
"CH,FF,FF",542881,double
"CH,CH,FF,FF,CH",542881,walk
"FF,SI,FF",572193,hit_by_pitch
"CH,FF,FF",608032,field_out
"SI,SI",502043,single
"ST,SI,ST,ST,ST,ST,SI",502043,walk
"SI,ST,FF",543056,single
"CB,SL,FF",672335,No event
"SI,CH,SI,CH,CH,CH",571927,field_out
"SI,CH,CH,SI,CH,SI",571927,walk
"SI,SI,CB",571927,force_out
CB,608717,field_out
"SI,SI,SI",663855,strikeout
"SI,FC,FC,ST",592791,field_out
"FC,ST,ST,SI,SI",592791,strikeout
FF,624522,field_out
"FC,SL,SI,ST,SI,FC",592791,strikeout
"SI,ST,SI",592791,strikeout
"FC,FC,ST,ST,SI",605242,field_out
"SI,FC,FS,FS,FS,FS",643410,hit_by_pitch
"SL,SL,FF,SL,SL,SL",596112,walk
"SL,SL,SL,SL",664294,field_out
"FF,FF,SL",672710,single
"FF,SL,SL,SL,FF",672710,field_out
"SL,FF,SL,SL",672710,double_play
"SL,FS,FF",543518,single
"FF,FC,FF",669194,field_out
"FC,FC",669194,field_out
"SL,ST",543507,field_out
"FC,FF",660261,field_out
"FF,FS,FF,FF",660261,field_out
"FS,FS",660261,hit_by_pitch
"CB,FC,FF,CB,FF,FC,FC",592791,single
"FC,CB",592791,field_out
"FF,FF,CB,FC",624522,walk
"CB,FS,FS",643410,strikeout
"CB,FC,CB,SI,CH,CH",502043,single
FF,502043,double
"CB,CB,CH,SI,FC",502043,field_out
"FF,CH,FF",641329,field_out
FF,670810,double
"FF,FF,CB,CB",592791,field_out
"SI,FF,SI,CH,FF",592791,walk
"FF,FF,FC,CH",605242,strikeout
"FF,FC,FF,CB,CB,FF",624522,field_out
"FF,FF,FF,FF,FF,FF,FF",641816,strikeout
SL,641816,field_out
"FF,FF,SL,FF,FF,FF",641816,single
SI,660896,hit_by_pitch
"SL,SL,SL,SI",660896,field_out
"FF,FS,FF",641816,field_out
FS,641816,home_run
"FF,FF",641816,field_out
"CH,CH,SL,SL,SL,FF",660896,field_out
"FS,FF,FF",641816,field_out
"SL,SL,FS,FS,SL,SL",641816,strikeout
"SI,SL,SI,SI,SL,SL,SL,SL",660896,double
"CH,FF,CH",663558,fielders_choice_out
"FF,FF,FF",489446,strikeout
"FF,SL,CH,SL",669276,strikeout
"SI,SI,CH,SL,SL,SL",693821,double
"SI,SI",693821,single
"SI,CH",693821,field_out
"ST,SL,FF,FF",547179,strikeout
"SI,ST,SI,ST",547179,field_out
"FF,FF",622259,field_out
"CH,FF",663947,single
"SI,SI",671345,field_out
"FF,FF",543518,double
"FF,FC,FC,FF,SL,FF,FC",669194,catcher_interf
"FF,FC,FF,FC",669194,single
"CH,CH,SL",471911,hit_by_pitch
"CH,SL,SL,CH,SL,SI",471911,walk
"SL,FC,SL,SL",502085,single
"FF,SL,SL,FF,CH,FF",622098,strikeout
"SL,FF,CB,SL,SL,CB,FF",605130,walk
"FF,FC",642232,field_out
"FF,FF,CH,FF,FF,FF,CB",663460,field_out
"FF,FF,FF",663460,grounded_into_double_play
"FF,FF,CH,FF,FF",663460,field_out
"SI,SL",471911,field_out
"CH,SI",471911,double
"SL,FF,FF,FF,FF,FF",622098,double_play
"SI,SL,SI,SI,SL",612434,field_out
"FF,FC,FF,SL,FF",669194,single
"FC,FF,FC,FF",669194,strikeout
"FF,FF,SL",669194,field_out
"ST,ST,CH,FF",547179,field_out
"FF,FF,CH,FF,CH",547179,walk
"FF,FF",622259,field_out
SI,663947,force_out
"SI,SI,CH,SI,SI",671345,strikeout
"SL,FF,SI",669923,single
"SI,FF,SL,FF,SL",669923,field_out
"FF,SL",669923,single
"FF,ST,ST",682171,strikeout
"FF,CB,CB,CB",686613,field_error
"FC,FF,FC,FC",686613,strikeout
"FF,FF,FC,FF,FF,FF",686613,walk
"FF,FF,FF,FF",641816,home_run
SL,641816,field_out
"SL,SL,SL,SL",660896,strikeout
"CH,CH,CH,CH,FF,CH",663558,strikeout
FF,675627,field_out
FF,675627,grounded_into_double_play
"CH,CH,SL,CH,FF,SL",641871,strikeout
"FF,SL,SL,FF,FF",656629,grounded_into_double_play
"SL,FF,SL,SL,FF",656629,field_out
"ST,CH,ST,SI,CH",571948,field_out
"SI,SI,SL,SL,SI,FF",606303,No event
"FF,FF,FF,SL,FF",642547,strikeout
"CB,FF",642547,single
"FC,FC,SI",445276,field_out
"FC,FC,FC,FS,FS,FC,FC",542947,field_out
"CB,SL,FF,FF,SL",601713,walk
"FF,CB,CB,FF",601713,field_out
"CB,CB,FF,FF,CB,SL,CB",601713,single
"FF,FF,FF",650556,field_out
"FF,FF",686613,field_out
CB,686613,single
"FF,FF,CB,FC",686613,field_out
"SI,SI,SI",665001,field_out
SI,676534,field_out
"SI,ST,SI,ST,SI",676534,walk
"CB,SI,CH,SI,CB",676596,walk
"SI,CB,SI,SI,SI",676596,field_out
"FF,FF",593334,field_out
"CB,CH,CB,FF",593334,single
"FF,ST,FF,FF,SI",650633,field_out
"SI,FF,SL,SL,SI",608718,fielders_choice
"FF,FF,FF,CH",657756,strikeout
"SL,SI,CH,SL,FF",663372,field_out
"CH,FF,CH,SL,CB,CH,SL,SL,FF,CH",663372,walk
"SL,FF,SI,SI",518489,single
"FF,FS,FC,FS,FF",542947,strikeout
"CB,FF",601713,double
"FF,CB,SL,FF,FF",601713,walk
"FF,FF",601713,double
"FF,FF,FF",453178,fielders_choice
"FF,ST",592351,field_out
"FF,FC,FF,CB",666142,strikeout
"CH,CH",666142,field_out
"SL,SI",650895,force_out
CB,669923,single
"SI,SI,FF,SI",669923,field_out
"SI,SI,FF,FF,SI",669923,double
"CB,CB,FF,FF,CB,CB,FF,SL,SL",572955,strikeout
"SI,FF,SI,CH",608718,field_out
"SL,FF",657756,hit_by_pitch
"SL,FF,SL",663372,strikeout
"FF,SL",663372,home_run
"FC,FC,FC",445276,field_out
"CB,SL,FF,FF",601713,home_run
"FF,CB,CB,FF,FF,CB,FF,FF",601713,field_out
"SI,SI",670167,field_out
SL,672391,single
"SL,SL",596112,force_out
"SL,SL,SL,SL,SL",664294,strikeout
"FF,SL,FF,SL",672710,strikeout
"SL,FF,SL,SL",672710,strikeout
"SL,CB,SL",672710,strikeout
CH,622075,single
"CB,CB,FF,SL,SL,CB,FF,FF",675627,walk
"CB,CB,FF,SL",675627,strikeout
"CH,CH,CH",519043,field_out
"FF,FC,CH,FF,FF,CH,FF",542881,walk
"CH,FF,FC,CH,FC,FF,CH",542881,field_out
"SI,SI",572193,single
"FF,FF,CB,FF,FF",592791,walk
"CH,FC,SI,CB,SI,FC",592791,strikeout
FF,624522,field_out
"FC,FS,FC,SI,SI,FS",643410,strikeout
"FF,FF,FF,FF",543281,single
SL,571479,home_run
"SL,SL,SL",607755,strikeout
"FC,FF",621381,home_run
"FF,ST,FF,FF",686842,double
"SI,FF,SI,CH,SI",608718,field_out
"FF,FF,FF,FF",657756,field_out
"CH,FF,CB,CB",593334,strikeout
CB,593334,single
"ST,ST",650633,field_out
"FC,FC,CH,SI,FC,FF",623211,field_out
"SL,CB",666129,sac_fly
"SL,FF,SL,SI",666129,field_out
"SI,FF,SL,SI,SL",666129,single
"SI,ST,SI,FF,ST",571948,field_out
"FF,CH,FF,FF",642547,strikeout
"CB,FF",642547,field_out
"FF,CB,FF,FF,FF",642547,field_out
"FF,CH,FF,CH",663947,field_out
"CH,FF,CH,FC",663947,strikeout
"ST,ST,CH,CH,FF",547179,strikeout
CB,547179,single
"FF,CH,CH,FF,FF,FF",547179,strikeout
"SI,CB,CB,CH,SI,CB",656638,field_out
"SL,SI,FF,CB",663947,field_out
"FF,FF,FF,FF",670280,strikeout
SI,669923,field_out
"FF,SI",669923,field_out
"SI,FF",669923,field_out
"ST,SI,ST,ST,ST",682171,strikeout
"FF,ST,FF,FF,FS",660261,strikeout
"FC,FS,FF",660261,field_out
"FC,FC,FS,FF",660261,home_run
"SL,SL,SL",666204,field_out
"FF,FF",543281,single
"FF,FF",543281,field_out
"FF,SL,FF,SL,SL,SL",571479,strikeout
"FF,FF,SI,SI,FF",621381,strikeout
"FF,FF,FF,ST,FF,ST",686842,field_out
"SL,SL,FC,SL",668933,strikeout
"SL,FC",668933,field_out
"SI,FC,FC,FC",668933,field_out
"FF,ST,FF",668984,force_out
"FF,FF,CB,FF",601713,strikeout
"CB,CB,CB,CB",601713,strikeout
"ST,ST,ST",670167,strikeout
FF,672391,field_out
"FS,FF,FS,FS,FS,FF",641816,walk
"SL,FS,FS,FF,SL,SL",641816,field_out
"FF,SL,FS,FS",641816,double
"SL,SI,SL,SI",660896,walk
SI,606303,grounded_into_double_play
"CB,FF,SL",642547,field_out
SL,642547,single
"FF,FF,CB,CH,CB,FF",642547,strikeout
"SL,FF,FF,SL",681402,field_out
FC,445276,field_out
"SL,SL,FF,FF",601713,walk
"CB,CB",601713,field_out
"ST,SI,ST,FF,ST",670167,single
"FF,FF,FF,FF,SL",672391,strikeout
"FF,FF,CB,CB,FF,FF,SI,FF",607625,walk
"CH,FF,CB,CB,FF,CB",607625,strikeout
"CB,CB,FF,CB,CB",607625,strikeout
"FF,CH,CH,CH",641703,single
"FF,SI,FF,SI",657612,force_out
"ST,ST,ST,ST",665001,double
"ST,FC,FC",676534,strikeout
"CB,CH,SI,CH,SI,CB,SI,CH",676596,field_out
SI,676596,grounded_into_double_play
"CH,SI,CH,SI,CH",571948,single
"SL,FF,SL,FF,FF,FF,FF,SL",642547,single
"FF,FF,FF,CH,SL",642547,single
"FF,FF,CH,FF,FF",642547,field_out
SI,642770,hit_by_pitch
"SI,SI",665001,field_out
"FC,SI,ST",676534,force_out
"SI,SI,SI,SI",676596,strikeout
"SI,SI,CB",676596,field_out
"FF,SL",669923,field_out
"SL,FF,FF,FF,SI,FF,SI",669923,double
"SI,CB,FF,CB,FF",669923,field_out
"FF,FF,ST,ST,ST",682171,strikeout
"SI,SI,SI,SL,SL,SI,SI",543101,strikeout
"SI,SI,FF,CB,SL",543101,strikeout
"SL,SI",543101,single
"SL,FF,SL,FF,SL,FF,SL,FF,FF,SL,SL,SL",605154,double
"SI,SL,SL,SI,SI,SI",643511,field_out
"FC,FC,FC",668933,grounded_into_double_play
FC,668933,force_out
"FC,FC,FC,FC",668933,field_out
"FF,ST,FF,FF,CH",668984,single
CB,541640,hit_by_pitch
"SI,SL,SL,SL",641771,field_out
"FF,SI,SL",641771,field_out
SI,663658,fielders_choice_out
"FF,FS,FF,FF",660261,double
"FF,FS,FF,FF,FF,FS",660261,field_out
"ST,FF,FF,FF,FS,FS",660261,field_out
"FF,SL,SL,SL",667427,field_out
"SL,CH,FF,FF",571656,field_out
"FC,SL,SL",668933,strikeout
"FC,FC,FC,FC,FC",668933,field_out
"FF,FF,ST,FF,FF,FF",668984,field_out
"FF,FS,FF",660261,field_out
"FF,FC,FF,FS",660261,field_out
"FF,FC,FS,FS,FC,FS",660261,walk
"FF,FF,CB,CB,CB",593334,strikeout
"CH,FF",593334,field_out
ST,650633,grounded_into_double_play
"FC,SI,FC,CH,FC",445926,double
"CB,CB,CB,FF",623433,field_out
"FF,FF,FF,CH,FF,CH",693821,field_out
"SI,SI,FF,SI,CH",693821,field_out
"SI,SL,CH",663372,field_out
"SI,CH,SL,SI,CB,FF",663372,walk
"FF,CB,SL,SL,SL,SL,SL,SL",668676,double
"SL,FF,SL",668676,field_out
"SL,FF,SL,FF,CH",668676,field_out
"CB,FF,FF,FF",675916,strikeout
SL,650895,field_out
"SL,SL,SL,FF,SL,SI",669923,grounded_into_double_play
"FF,SI",669923,field_out
"FF,ST,ST,ST",682171,field_out
SI,608665,hit_by_pitch
"FF,SL,CH,SL,CH,SL",641871,walk
"FF,FF,FF,SL",656629,single
"SL,FF,SL,FF,FF,SL,FF",656629,walk
"FF,CB",598264,field_out
"FF,FF,SL,SL",666129,strikeout
"SI,CH",666129,field_out
"SI,SI",472610,field_out
"SI,SI,SL",593619,field_out
"SL,SI,CB",607625,single
SI,607625,grounded_into_double_play
"FF,ST,ST,FF,ST",621051,grounded_into_double_play
"SI,FC,SL,FF,FC,SI,FF",592791,strikeout
"FC,FC,SI,FC,ST,FC,SI",592791,field_out
"FC,ST,ST,FF,ST,FC",624522,strikeout
"SI,FC",541640,force_out
"SI,SI,CH,SI,SI,SL",641771,field_out
"CH,CH,SI,SI",641771,walk
"CB,CH,SI,CB,SL",641771,double
"SI,ST,SI,SI,SI",663658,double
"FF,FC,FC,SI,ST,SL,SI",592791,field_out
"FC,ST,CB,SI,SI",592791,strikeout
"FC,ST,SI,ST",592791,strikeout
"FF,ST,FC,ST,ST,FC",624522,strikeout
"FF,CB,CB,FF,FF,CB,FF",607625,single
"SI,FF,CB,CB,SI",607625,single
FF,641703,single
"SI,SI,FF",657612,single
"ST,SI,CH,ST",547179,single
"SI,SI,SL,CH,CH",547179,home_run
"SL,SL,CB,CH,FF,FF",547179,strikeout
"CB,FF,FC,CH,FF",663947,field_out
"SI,SI,SL,SI,SL",671345,walk
"CH,FF,FF",572193,catcher_interf
"FF,SL,CB,CB",572955,strikeout
"SI,FF,SI",608718,strikeout
"FF,FF,FF,SL,FF,SL,SL,FF,CB",657756,single
"SI,SL,SI",663372,single
"SI,CH,FF",663372,strikeout
"SI,SI,SL,SL",666129,hit_by_pitch
"SI,CB",666129,single
"SI,SI,SL,SI,SL",666129,field_out
"SL,SL",677053,field_out
"SL,SI",543101,field_out
"SL,SL",543101,field_error
"SL,SI,SI,CB,SL",543101,single
"SL,SL,SI,SI,SL,SL",643511,walk
FF,543507,double
"FF,FF,FF,FF,FF,FF",660261,strikeout
"FF,FS,FS,FS,FF",660261,single
"FF,FF,FC",660261,field_out
"CH,CH,FF,CH,SL",471911,strikeout
"CB,CH,SI,CH,CH,FF",471911,strikeout
CH,471911,field_out
"SI,SL,FC,FC,FC",668933,walk
FC,668933,field_out
"FC,SL,FC",668933,fielders_choice
"FF,FF",668984,field_out
"FF,CH,CH",547179,field_out
FF,547179,field_out
"SL,CB",605130,field_out
FC,642232,field_out
"CH,FC",642232,single
"CH,CH,FF",663460,single
"FF,FF,CH,FF,SL,SL,FF,FF",663460,field_out
"SI,SI,SI",541640,field_out
"SI,SI,CB,CB,SL",641771,field_out
"CB,SI,SL,SL,CB,SI,SL",641771,field_out
"SI,CB,CB,SL",641771,home_run
"SI,FC,SI,SI,FC,ST,ST",663658,walk
"CB,FF,FF,FS,FS,FF",453178,walk
"FF,FF,ST",592351,field_out
"SL,SL,SL,FF",622250,single
"FF,CH,FC",666142,field_out
FF,666142,field_out
"FF,FF,FF",593619,field_out
"FF,CB,CB,FF",607625,double
"SL,CB,FF,FF,CB,CB",607625,strikeout
"CB,CB,CB,FF",607625,hit_by_pitch
"CH,CH,FF,CH,CH,CH,FF",641703,field_out
"CH,FF,SL,FF",606160,walk
FC,686613,single
"FF,FF,CH,CB,FF,FC,FC",686613,single
"CB,FC,FC",686613,grounded_into_double_play
"FF,FF,FF",542881,double
"CH,CH,CH,FF",542881,walk
"CH,FC,FF",542881,single
"SL,SI,SI,SL,SI,SL",572193,walk
"FF,FF,SL,FF",608032,field_out
"SL,SL,SL,SL",660853,field_out
"SL,SL",668676,single
"FF,FF,SL",668676,field_out
"CB,FF,SL,SL",668676,single
"FF,FF,FF",543281,single
"SL,SL,SL",607755,single
"FF,FS,FF,FS",641816,field_error
"FF,FF",641816,field_out
"CH,CH,SL,SL,SL,FF,FF",660896,strikeout
"FF,CH",663558,field_out
"ST,ST,SI,SI",622075,walk
"FF,SL,SL,CB,SL",675627,strikeout
"SL,SL,CB,SL,SL,FF,SL",675627,field_out
"CB,SL,FF,SL",675627,strikeout
"FF,FF,CH,CB",593334,strikeout
"CH,SI,FF,CB,FF,CB,CH,CB,CB",593334,strikeout
"SI,SI",593334,field_out
"FF,SI,ST,SI",650633,field_out
"CB,FF,CB,CH",593334,strikeout
"FF,FF,SI,CB",593334,strikeout
"CH,CH,CB,SI,CH,CB",593334,strikeout
"SI,SI,CH,CH,SI,ST",650633,strikeout
"FS,FS,FF,FF,FF,FF",571946,walk
"CH,CH,SI,CH,CH,ST",622075,strikeout
"SL,SL,SL,SL",518489,field_out
"FC,SI,SI,SI",542947,force_out
"FF,FF,FF,FF",601713,field_out
"SL,FF",601713,field_out
"CB,CB,CB,FF,CB",601713,strikeout
"FF,FF,FF",571946,fielders_choice_out
"ST,ST,ST,ST",622075,field_out
"FF,SL,FF,SL",675627,field_out
"CB,SL,FF",675627,home_run
"FF,CB,FC",642232,single
"CB,FC,FF,FF,CB,CH,CB",642232,walk
"FF,FF,FF,FF",663460,field_out
"SL,FF,SL,CB,CH,SL,SL",663460,single
"FF,SL,SL,CH,SL",663460,strikeout
"SL,FF,CH,FF,SL",579328,strikeout
"CH,SL,CH,SL",579328,strikeout
"SL,SL",605447,single
"SL,FF,SL,FS,FF",657024,walk
"SI,SI,SI,SL,SI",608665,field_out
CH,641871,single
"FF,SL,FF,FF,SL",656629,home_run
"FF,FF,FF",656629,single
"FF,FF,FF,FF",669424,sac_bunt
"SL,CH,FF",579328,single
"CB,SL,CH",579328,field_out
CH,579328,field_out
"SL,SL",643256,field_out
"FF,CH,CH,SL,FF,SI",608665,field_out
"FF,SL",625643,single
"FF,FF,FF,CH,FF,SL",656629,strikeout
FF,656629,field_out
"CB,FF,FF",656629,home_run
"FF,FC,FS",660261,strikeout
"ST,FC",660261,home_run
FF,660261,field_out
"FF,SL,FF",667427,field_out
"FF,FF,CB,CH,FF",519043,strikeout
"FF,CH,FF,CH,FF",542881,field_out
"CH,FF",542881,field_out
"SL,CH,CH",671345,strikeout
"SL,SI,SI,SI",608665,walk
"FF,FF,FF,FF,SL",625643,strikeout
"FF,CH,SL",641871,single
"SL,SL,FF,FF",656629,strikeout
CB,656629,field_out
"FF,CH",572193,catcher_interf
"SL,FC",668933,double
"SL,SL,SL",668933,single
"ST,ST,SI",571948,home_run
CB,642547,single
"FF,FF,CH,FF,FF,FF,CH",642547,field_out
CH,642547,home_run
"SI,FF,FF,FF",642770,walk
SI,606303,force_out
SL,642547,field_out
"FF,SL",642547,field_out
"FF,FF,SL,SL,FF",681402,field_error
"FF,FF,FS,FF",571946,strikeout
"FF,FF,FF,CB,FF",675627,single
"FF,CB,SL,FF",675627,strikeout
"SL,FF,SL,FF",681911,walk
"SI,SI,FF,SI",608718,walk
"FF,FF,FF",657756,single
"FF,SL,CH,CH,FF,CB,FF",663372,walk
"SL,SL,SI,FF",663372,single
"SI,SI,SI,CH",571927,strikeout
"SI,CB,SI,CH,CH,SI",571927,strikeout
FF,608717,double
"CB,CB,FF,CB,FF,FF,FF",623433,strikeout
"SI,SL,SL,SI,SI",693821,single
"SI,SI,CH",693821,strikeout
"SL,SL,SL,SI",693821,single
"CH,CH,FF,FF,ST,SL,CH",543507,strikeout
"FF,FF,FF,FC,FS",660261,strikeout
"FS,FF,FF,FF",660261,walk
"FF,FF,FF,SL,SL,SL",666204,field_out
"SL,SL,FF,FC",669194,field_out
"FF,FC,SL,FF,SL,SL,FC",669194,home_run
"FF,CH,CH,CH,CH",606160,walk
"CB,FC",686613,field_out
"CB,CB,FC,FF,CH,CB,FF,FC",686613,field_out
"FC,FC,FF,FC",686613,field_out
"SL,FF",666204,field_out
"ST,ST,FF,FS",571946,field_out
"SL,CB,SL,SL,FF,SL",675627,field_out
"FF,SL,FF,SL,FF,SL,SL",675627,walk
"SL,FF,SL,FF,FF,SL,FF",681911,strikeout
"FF,FF,CH,SL,CH,FF",650895,walk
"FF,FF,FF,SI",669923,strikeout
"CB,FF,CH,FF,CB,FF,FF",669923,field_out
"FF,FF,FF",669923,field_out
"FF,CH,FF,FF,FF",660853,field_out
"FC,SL,FC",661403,field_out
"FF,CH,FF,SL,SL,CH",668676,single
"CH,FF,SL,SL",668676,strikeout
"SL,FF,SL,SL",668676,field_out
"SI,SI,SI,ST,FS,SI",472610,strikeout
"FF,FF,SI,FF,FF,FF",593619,walk
"CB,FF",607625,field_out
"FF,PO,CB,CB,CB,FF",607625,single
"ST,ST,ST,FF,ST",621051,single
"FF,FF,FF,SL,SL,FF",518489,strikeout
"SI,SI",542947,hit_by_pitch
"FF,FF,FF,CB",601713,hit_by_pitch
"CB,FF,FF,FF,CB",601713,strikeout
"FF,FF,SL,CB,SL",605130,strikeout
"FF,FC,CH",642232,field_out
"FF,CB,FC,FC",642232,single
"CB,SL,CH",663460,strikeout
"CB,CH",663460,field_out
SL,579328,field_out
"CH,FF,SL,FF",579328,strikeout
"FS,FS,FS,FS,FF,FF,FS",657024,walk
"SI,FC,SI",541640,single
"SI,SI,SL,SL,SI,SL",641771,strikeout
"SI,SL,SL,SI,SL,SL",641771,field_out
"SL,SL,CB,SI",641771,triple
"SI,ST,ST,FC",663658,strikeout
SI,472610,field_out
"SI,FF,SI,FF",593619,field_out
"SI,SI,SI",607625,field_out
CB,607625,single
"ST,FF",621051,field_out
"ST,SI,SI",547179,single
"CB,CH,CH",547179,strikeout
"FF,ST",547179,double
"FF,FF,FS,FS,FF",592741,force_out
"SI,SI,CB",656638,strikeout
"FC,CH",663947,field_out
"FF,FC,CH,CH,FC",502043,single
FC,502043,field_out
"FC,CH,FC,CH,FC",502043,double
"FC,ST,ST,ST,FC",543056,strikeout
"SI,CB,CB",672335,field_out
"SL,SL,SL,SI",612434,field_out
"FF,FC,FC,FF,FF",669194,strikeout
"SL,FF,FC",669194,grounded_into_double_play
"FF,FC,FF,SL,FF,FF",669194,field_out
FF,453178,single
"FF,FF,ST,ST",592351,field_out
"SL,FF",622250,field_out
"FF,FF,CH",666142,single
CH,666142,field_out
"SI,SI,ST,SI",665001,single
"ST,ST,SI",676534,single
"SI,SI,CH,SI,CH,CH",676596,field_out
"SI,FF",471911,field_out
"SI,FF,CH",471911,field_out
"SI,CH,CH,SI",471911,field_out
"FC,CB,FC",502085,field_out
FC,548384,field_out
"FF,FF",660261,field_out
"FF,FC,FS",660261,field_out
"FF,FS,FS",660261,field_out
"FF,SL,FF,FF",667427,field_out
"CB,FF,CB,CB,CH,CH",519043,strikeout
"FF,FC",542881,field_out
"CH,FF",542881,home_run
"SI,SL,SI",572193,single
"CH,FC",642232,field_out
"CH,SL,SL",663460,field_out
"CB,SL",663460,single
"CH,FF,SL,FF,CH,SL,FF",663460,single
"FF,FS,CB",672578,single
"SL,SL,FF,FF",660853,field_out
FC,661403,field_out
"SL,FF",668676,field_out
"SL,SL",668676,field_out
"CB,FF,FF,CB,CB,FF,CH,FF",519043,field_out
FF,542881,home_run
"FC,SI",542881,grounded_into_double_play
"FF,CH",608032,field_out
"SL,SL",656353,field_out
"SI,FC,CH,FC",541640,strikeout
"SI,SL",641771,field_out
SI,641771,field_out
"CB,CH",641771,field_out
"SI,ST,SI,SI,SI,ST",663658,walk
SI,471911,double
"SL,SI,SI,CH,SL",471911,field_out
"SL,SI,CH,SL,SI",471911,hit_by_pitch
"SI,ST",493603,field_out
SI,605177,single
"SI,SI",502043,field_out
"ST,SI,SI,SI,SI,ST",502043,field_out
"CH,CH,CH,SI,CH,CH",502043,walk
"FF,SL,SL",641329,field_error
"SL,SL,SI,SL,CH",666974,strikeout
"SL,SL,SL",641816,field_out
"FF,FF,SL,FS,FS",641816,strikeout
"SL,SL,SL,SL,SL",660896,field_out
"CH,FF,CH,CH,CH",663558,walk
"FF,CH,CH,FF,CH,SL",579328,strikeout
"SL,FF,CH,FF,CH,CH,FF",579328,walk
"CB,FF,CH,FF,SL,CH,SL,FF",579328,strikeout
"SL,FF,SL",605447,strikeout
"SL,SL,FS",657024,field_out
"SI,SL",612434,field_out
"FF,FC,SL,FF,FF",669194,single
"FF,SL",669194,field_out
"FC,FC,FC,FF,FC,FF,FC,CB,FF",669194,strikeout
SI,665001,field_out
"SI,ST",676534,field_out
"SI,CB,CH,CB,CB,CH",676596,walk
"CB,SI,CH",676596,single
"FF,FF,FF,FF",543281,sac_fly
"SL,SL,SL,SL,SL",607755,strikeout
"FF,FF,FC,FF,FF,FF",621381,strikeout
"SL,FF,FC,FF,FF,FF,FF,SL",621381,strikeout
"FF,FF,FF",686842,double
"SI,CH,SI,SI,SI,SI",571927,field_out
"CH,SI,SI,CH,CH,CH",571927,walk
"CB,SI,CH,SI,CH,SI",571927,strikeout
CB,608717,single
"SI,ST,SI,SI",663855,triple
CH,543101,field_out
"SI,SL,FF,SI,SL,CH,SI",543101,double
"CB,SI,CB,CH,SL,SL,SL,FF",543101,strikeout
"SI,CB,SI",663546,strikeout
"SI,SI,SI,SI",607481,walk
"FF,SL,FF,FF",621383,walk
"FF,FF,FF",656629,single
"FF,SL",656629,double
"FF,FF,CH,FF,FF,FF,FF",656629,strikeout_double_play
"CH,FF,FF,FF,FF,FF",669424,walk
"CH,CH,SI,SI,SI",608665,walk
"FC,SL,SL",668933,field_out
"FC,SL,FC,FC,FC",668933,field_out
"FC,FC",668933,field_out
"SL,FF,ST,FF",668984,walk
"FF,FF,SL,FF,FF,SL",656945,strikeout
"FF,SL,SL",668676,force_out
"SL,SL",668676,field_out
"SL,CH,CH,FF,SL",669212,single
"FF,FF,CB,CB,FF,FF,CB",675916,strikeout
"FF,CB,CH,CH",519043,field_out
"FF,FF,FF,SI,FF",542881,walk
"FC,SI,SL",542881,strikeout
"FC,SI,FC,SI",542881,single
"ST,FF,SL,SL,CH,FF,ST,SL",572193,field_out
"CH,FF,CH,CH",519043,strikeout
"FF,FF,CH",542881,single
"CH,FF,FF,CH",542881,double
"SL,SL,SL,SI,FF",471911,single
"FF,SL,CB,FF,CH,SL",471911,strikeout
"CB,SL,CH,CH,SL,SI,FF",471911,field_out
"SI,ST,SI",493603,field_out
"FF,FF",669276,field_out
"FF,FF,FF,SL,SL",518489,field_out
"SI,SL,SI,SI,FF",542947,single
"FF,FF,SL,CB,SL,FF",601713,field_out
"SL,SL,FF,FS",601713,catcher_interf
"FF,CB,SL,FF,FF",601713,single
"FF,SL,SL",579328,strikeout
"SL,FF,FF,SL,FF",579328,strikeout
"SL,SI,SI",605130,field_out
"FC,FF,FC,CH",642232,field_out
"FC,CH,CH,CB,FC,FC,CB",642232,hit_by_pitch
"FF,SL",663460,field_out
"FF,FF,FF,FF,FF,SL,SL,FF",663460,walk
"SL,SL,CH,FF,FF,SL",663460,field_out
"FF,CB,SL,FF,SL,CH,SL",668676,single
"FF,FF,FF",668676,double
"CH,CH,FF,CH,SL",669212,field_out
"FF,CB,CB,FF",675916,single
SI,650895,hit_by_pitch
"FF,SI,SI,FF",669923,single
"SI,FF,SL,SI",669923,field_out
"ST,ST,ST",682171,strikeout
FS,543518,field_out
"FF,FF,FF",669194,field_out
"FC,FF,CH",669194,grounded_into_double_play
SI,665001,field_out
"FC,FC,SI,SI,CB,FC,ST,SI",676534,field_out
