Pitch Sequence,Pitcher ID,At-Bat Outcome
"SI,SL",657044,field_out
"SI,SI,SI,CB,SI",676596,field_out
"CB,SI,SI,CB,SI,SI",676596,strikeout
"ST,ST",687330,field_out
CB,453286,field_out
"FF,CH,FF,FF,FC",453286,field_out
"FF,CB",453286,home_run
"SI,SI,ST,ST",548384,strikeout
"SL,SI,FF,CH",622491,strikeout
"CH,FF,SI,FF,CH",622491,strikeout
"SI,FC",641627,field_out
SI,642100,field_out
"SL,SL",640448,double
"CB,FF,FF",640451,strikeout
"SL,SI,SL,SL",641771,home_run
"SI,SL,SL,SI",641771,walk
SL,666204,field_out
"FF,FF,ST,FF,FF,FF",676664,field_out
CH,676664,grounded_into_double_play
"FF,FF,FF,FF,CH",676664,field_out
"FF,SL,FF",453286,single
"SL,FF",453286,field_out
"FF,CB,SL,CH,FF,CH,FC",453286,field_out
"SI,FC,FC,ST,FC",548384,single
"SL,SL,SI",628317,field_out
"SI,SL,SL,FF,FS,SL,SL",628317,field_out
"FC,FC",641941,grounded_into_double_play
"FF,SL,FF",622259,single
ST,666159,field_out
"CB,ST,FF,ST",666159,field_out
"SI,SI,SL,SL,SI,CH,SL",671345,grounded_into_double_play
"SI,FF",607237,force_out
"CH,FF,CH,CB",663460,field_out
CB,663460,field_out
"SI,SI,SI,SL,CB,SL",672578,strikeout
"FF,FS,FF",663986,field_out
"FF,FF,FC",669456,field_out
FF,669456,field_out
"SL,SL,CB",669456,single
FF,675916,single
"FF,SL,SL,SL,SL,FF",571479,field_out
"FF,FF,FF,FC,FF,FF,FF,FF,FC",621381,field_out
"FF,FC,CH,CH,CH,FF",641401,field_out
FC,489119,single
"CH,CH",489119,hit_by_pitch
"SI,SI,FF,FF",642770,single
"CH,FF,CH,CH",657265,single
"FF,SL,SL,SL,SL,CB",672710,strikeout
"SL,SL",672710,field_out
"CB,CH,SI,CH,CH",571927,single
"CH,CB",571927,field_out
"CH,CB,CB",571927,grounded_into_double_play
"FF,FF",669467,field_out
CH,656222,grounded_into_double_play
SI,676596,single
"CB,CB",676596,single
"ST,ST,ST,FF,ST,ST",687330,strikeout
"SI,SI",472610,single
"SL,ST,ST,FF,FF,CB",506433,strikeout
"SL,ST,FS,FF,ST,CB,FF",506433,single
"FF,FF,CH,CH",622503,walk
"SI,SI,SI,FC,ST,ST,ST,ST",670059,field_out
"SL,SL",672710,field_out
"CH,CH,FF",672710,field_out
"SL,CB,CH,SL",672710,field_out
"ST,ST,SI,ST,SI",594580,field_out
"SL,SL,SL,FF",667427,strikeout
"FF,ST,ST,ST,FF,FF,FF,ST",676664,field_out
"FF,FF,FF,ST,ST",676664,field_out
"FF,FF,FF",660853,field_out
"FF,SL",669456,field_out
SL,669456,field_out
"FF,SL,SL",669456,field_out
"FF,FS,FS,FS,FS,FF",628317,field_out
"CB,FF,FS,FS,FF,FS,ST",628317,strikeout
"FF,FF,FF,FF,FF,FF",641941,walk
"FF,FF,CB,FF",518886,field_out
"FF,FF,SI,SI,SI,SL,SI,SI",621381,strikeout
"FC,FC,SL,FF,FC,SI,SI,FC",621381,walk
"FC,FF,CH,CH,FC",641401,single
"CH,CH,CH,SI,SI,SI",645261,field_out
SL,645261,field_out
"SL,SL,SI",645261,field_out
"FF,FF,SL",640448,home_run
"FF,FF,FF,FF,FF,FF,FF",640451,walk
SI,641771,single
"SL,CB",641771,field_out
"SI,SL,SI",641771,field_out
"SL,FF,FF,ST",628317,strikeout
"FF,FF,SL,FF",628317,strikeout
"FF,FF,FF,FC,FC",641941,strikeout
"SL,SI,FF,FF,FF",622491,field_out
"CH,CH,FF,SL,SI,FF,FF,SI",622491,field_out
"FF,ST,ST,ST",623149,strikeout
"FF,SI,FC,FF,SI,FF,FC,SI,FF,FF",641627,single
FF,656222,single
"FF,SL",664126,field_out
"CB,CB,FF,CB,CH,CB",676596,field_out
"SI,CH",676596,grounded_into_double_play
ST,687330,field_out
"FF,FF",607237,double
"FF,FF,FF,FF",663460,single
"CH,FF,CH",663460,single
"FF,CH,SL,CH,CB,CH",663460,strikeout
"FF,CH",656222,force_out
CH,676596,single
"CB,SI,SI,CB",676596,field_out
SL,640470,home_run
"FF,FF,SL,FF,FF",571760,field_out
"SL,SL,SL,FF,SL",571760,double
"SL,SL,SL,SL",621368,strikeout
"CB,FC,FC,FF,CH,CH,FC",641540,field_out
"FF,FC",641540,field_out
FF,593334,home_run
"CB,CH,FF,CB",593334,strikeout
"SL,SI",622772,field_out
"FF,FF,CH,CH,CH,SI,CH",650633,single
"FF,SL",656061,field_out
"SI,SI,CH,CH,CH",676596,field_out
CH,676596,double
"CB,CB,SI,CH,CB,SI",676596,single
"SI,ST,ST",687330,single
"SI,ST,FC,ST",687330,field_out
"SI,SI,FC,ST,ST,SI,SI,FC,SI",670059,field_out
FF,672710,single
CB,672710,field_out
"SL,SL,CH,SL",672710,field_out
"FF,FF,FF,FF",660853,strikeout
"FF,FF,SL,SL,FF,FS",663986,double
"FF,SL,FF,SL,SL,SL,SL,SL,FF,CB,FC",669456,strikeout
"FF,FF,FF,SL,SL,SL,SL",669456,strikeout
"SI,SL,SL",554340,field_out
"SL,CH,CH,FF,SL",579328,field_out
"CH,FF,CH,FF",579328,field_out
"SL,SL,SI,SL,SL",605447,strikeout
"CH,FF,SI,CH",622491,field_out
CH,622491,field_out
"SI,SL,SI,CH,FF,CH,SI",622491,walk
SI,571927,single
"CH,SI,SL,CB",571927,field_out
"SI,SI,SL,CB",571927,single
"SI,CH,CH,SI,FC",572403,strikeout
"SL,FF,FF,SL",606149,strikeout
"FF,CH,CB",628711,field_out
"CH,CH,FF,FC",628711,No event
"SL,FF,SL,FF",641360,double
"FF,FF,FC,FF,FC",657571,field_error
"FF,FF",666204,field_out
"FF,FF,SL,SL",667427,field_out
"ST,FF,FF,FF,FF",676664,strikeout
"CH,CH",676664,triple
"FC,FF,FF,FF,FF",621345,field_out
"FF,FF,FF,SL,SL",641729,field_out
"FF,FF,SL,SL",689266,field_out
"SL,SL",689266,single
SL,607237,single
"CB,SL,CB,FF,FF",663460,field_out
"CB,SL,SL,SL",663460,strikeout
FF,672578,home_run
"FF,FC",518585,single
SI,570666,single
"SL,CH",570666,field_out
"SL,SI",570666,field_error
FF,571656,double
"SL,SI,SI,SL,CH,SI",669270,field_out
"SI,CH,CH,CH,SI,SI,CH",571927,home_run
"CH,SI,CB,SL,CB,SI",571927,field_out
"SI,CB,SI",571927,strikeout
"FC,SI,FC,SI",572403,field_out
"CH,CH,SL,SI,CH,CH",645261,strikeout
SI,645261,single
"CH,CH,CH,CH,SI,SI",645261,walk
"CH,SI",645261,grounded_into_double_play
"SL,CH",571760,field_out
"SL,FF",571760,home_run
"SI,SL",621368,field_out
"SL,SL,FC,SI",641540,field_out
"SL,FC,SL,SI",641540,double
"SL,SL,CH,SL",571760,single
"SL,SL,SL,FF,FF,SL,SL,SL",621368,strikeout
SI,641540,field_out
"SL,SL,SI",641540,field_out
"CB,FF,SL",601713,field_out
"FF,SL,SL",601713,field_out
"SL,SI,SL,FF",670174,field_out
"SL,SI,FC",670174,field_out
"ST,FF,FS,FS,FS",592741,strikeout
"CH,FF",666159,single
"ST,CH,FF,FF",666159,home_run
"FF,FF,FF,FF,CH,ST,FF",666159,walk
"FF,SI,SI,SL,SL,SI,SL,SL,SI",640470,single
FF,669713,double
"FF,FC,ST,SI,FF,ST,FF,SI,FC,FC",669713,field_out
"SI,SI,SI",669713,field_out
"SL,CH,CH,FF,FF,FF",642545,strikeout
"FF,FF,CH,CH",642545,single
"SL,SL,FF,SL,CH,SL",660761,strikeout
"FF,SL,SL,FF,CH,SL",660761,double
"SL,SI",656464,field_out
"FF,CB,FF,CH,CH",668678,strikeout
"CB,CB,CH,FF",668678,field_out
CB,668678,field_out
"SL,SI,CH,SI,FF,FF,FF",686753,home_run
"FF,FF,FF,ST",661527,double
"SI,SI,SI,SI,SI",664285,single
"SL,CH,SI,SI,SI,CB",664285,walk
"SI,CB,CH",664285,field_out
"SI,CH,CH",664285,strikeout
"SL,SI,ST,SI",640470,strikeout
"FF,FF,SL,ST,SL,FF",640470,strikeout
"FF,SI,SI,ST",669713,single
"SI,FF,FC,CH,ST,FC",669713,field_out
"CB,FC",502043,field_out
"SI,SI,FC,SI",502043,force_out
FF,502043,home_run
"SI,SI,SI,CB,SI",672335,strikeout
"FF,FS,FF,FF,FS,FS",518585,strikeout
"SL,SL,CH,FF,SI",570666,single
"CH,FF,CH,FF",570666,walk
"CH,FF,CH,SL,FF",570666,walk
"SL,FF,CH",571656,double
"FF,FF,CH,CH",669270,single
"SL,SI",642545,double
"FF,CH",660761,field_out
"SL,CH,CH",660761,field_out
"FF,SL,SL,CH,FF,CH,SL,SL",660761,single
"FS,FS",640451,field_out
"SI,SI",641771,single
"CB,CH,SL,CB,SL,SI,CB,CB,CH,SI",641771,field_out
SI,641771,field_out
"FS,FS,FS,FS",665048,strikeout
"SI,SL,SL,FF",622491,field_out
"SI,SL,SI",622491,field_out
"SI,FC",641627,field_out
"SI,FF,SL,SI",642100,field_out
"FF,SL",642545,single
"FF,SL",642545,field_out
FF,660761,field_out
"FF,CH,FF",660761,field_out
"SL,FF,SL,FF",543507,strikeout
"FF,SL,SL,SL,FF,SL",666204,walk
"FF,FF,ST,FF,FF,FF,FF",676664,single
"ST,FF,FF,CH,ST,ST",676664,walk
"CB,CB,SI,CB,SI,CB",593334,strikeout
"FF,SI",593334,field_out
"ST,ST,SI",650633,field_out
"SI,SL,SI,SI,SL",656061,walk
"FF,CH",660853,double
"FF,FF,SL,SL,CB",669456,strikeout
"FF,SL,CB,CB,FC,FF",669456,field_out
"SL,SL,SL,SL,CB,CB,SL",669456,strikeout
"FF,SI,SI,SI,SI",472610,single
"SL,FF,ST,FS,FF,ST",506433,walk
"FF,CB",506433,hit_by_pitch
CH,622503,single
"CH,CH",641703,field_out
"SL,SL,FF,SL",622259,field_out
"FF,ST,ST,FF,FF",666159,field_out
"ST,CB,FF",666159,field_out
"FF,ST,ST,FF,FF",666159,strikeout
"SI,SI",671345,field_out
"FF,FF,SI",547973,field_out
"CB,CB,CH,CH,CB",663460,walk
"FF,FF,CB",663460,single
CB,663460,field_out
"SL,FF,FF,SL",672578,field_out
"SI,SI,SL",656464,field_out
"CB,CB",668678,field_out
"FC,CB,FF,CB",668678,field_out
"FF,FC,CB,CB,CH,CB",668678,double
"SI,SI",686753,single
"SL,FF,SL",518489,field_out
"FF,FF,CB,CB,FF,FF,CB",601713,walk
"CB,CB,FF,FF",601713,field_out
"SL,CB,FF",601713,field_out
"SL,SI,FC,FC,SI",670174,strikeout
"FS,FS,FS,FS",628317,strikeout
"FS,FS",628317,field_out
"FF,FS,FS,FS,FF",641941,field_out
"FF,SL,FF,FF,FF,SL,SL",663986,walk
"SL,SL",669456,double
"FC,SL",669456,field_out
"FF,CB,CB",675916,field_out
"ST,FF",543507,field_out
"SL,FF,FF,FF,SL,SL",667427,strikeout
"FF,FF,ST,ST,FF,FF,FF",676664,single
"FF,FF",676664,single
"FF,FF,FF,CH,FF",605218,field_out
"FS,FF,FS",640448,home_run
"CB,SI,CH,SI,SL",641771,field_out
"FF,CH,CH,SI,SL,SL",641771,field_out
"FF,FF,SL",640470,strikeout
FF,657240,field_out
"FF,FF,FF,FC,FF",669713,strikeout
"ST,FF,FF,FF,FC,FF,ST",669713,strikeout
"SL,SL,FF,SI,SI",547973,strikeout
"FF,FF,FF,FF,FF,CB",663460,field_out
"FF,CH,FF,FF",663460,single
CB,663460,field_out
"FF,FF,FF",672578,field_out
"FC,CH,FC,CH,FC,SI",445926,field_out
"FF,FS,FF,FF",489446,field_out
"FF,SL,SL,FF,FF,SL",689266,field_out
FF,689266,single
"FC,SI,FF,ST,ST,ST",502043,home_run
"FF,SI,SI,SI,SI",502043,force_out
"FC,SI,CH",502043,field_out
"CB,FF,FF,FF,CB,CB",672335,strikeout
"FF,FF,FF",506433,field_out
FF,506433,field_out
"ST,ST,ST,FF",506433,field_out
"FF,SL,FF,FF,SL,FF",593619,field_out
"CH,FF,FF,ST,CH,FF",641703,sac_fly
"FF,FF",622259,single
"FF,CB,ST",666159,strikeout
"ST,FF,ST,FF",666159,single
"SI,SI,SI,SI,SL",671345,field_out
"FC,FC",541640,field_out
"SL,SL,SL,SL,FF,SL,FF",640451,double
"SL,SI",641771,double
"SL,SL,SI,SL",641771,strikeout
"FS,FF,FS,FS,FS",665048,walk
"FF,FF,ST",661527,field_out
"SI,SI",664285,field_out
"SI,SI,CH,CB,CB,SI",664285,single
"SI,CH,CB",664285,strikeout
"SI,SL,ST",640470,field_out
"SL,SL,FF,SL,SL",657240,strikeout
"SI,SI,FF",669713,strikeout
"FC,SI,ST,FF,ST,SI",669713,field_out
"FF,FF,FF",601713,strikeout
CB,601713,home_run
FF,601713,double
"SI,CH,FC,SI",670174,single
"FF,FC",453286,field_out
FF,453286,field_out
"SI,FC,CH,FC,ST,SI",493603,field_out
FF,660593,field_out
"FF,FF,FF,SL",571760,single
"FF,FF,FF,FF,SL,FF",571760,field_out
"SL,SL",621368,field_out
"CB,CH,CH,SL",641540,field_out
"SI,CH,SL,SI",641540,field_out
"ST,SI,FF,SI",472610,walk
"FF,FF,SL,SL,FF",506433,double
"ST,SL",506433,single
"FC,FS,FS,FF",506433,sac_fly
FF,622503,single
"ST,SI,FF,ST,FF",661527,single
"SI,CH,CH,CB,SI,CB",664285,strikeout
"CB,CH,SI,CH,SI",664285,field_out
CH,664285,single
FF,453286,field_out
"FF,CB,FF,FC,CH",453286,field_out
"FF,CB,FF,FC",453286,home_run
"SI,SI,SI",548384,home_run
"CB,CH,CH,CB,CB,FF",593334,home_run
"CB,CH,CH,CB,FF,CH",593334,force_out
"FF,CH",650633,field_out
"FF,CH,CH,CH,SL,SL,FF,FF,SL,SI,SI,SI",656061,strikeout
"CH,CH,SI",571927,strikeout
"SI,SI,SL,CB,CH",571927,single
"SL,SI,CH,SI,SI",571927,walk
"FF,SL,SL,CB",669467,strikeout
"FF,FF,FF,FF",489446,strikeout
"FF,FF",689266,single
"SL,FF,SL,FF,FF",689266,field_out
"SL,FF,SL,SL,SL,FF,FF",689266,field_out
"CB,FF,CB",572955,double
"SI,SL",608566,home_run
"FF,FF,SL,FF,CB,SL",608566,field_out
"FF,SI,FF,CB,SI,SL",608566,force_out
"FF,SL",607237,field_out
"CB,FF,CH,FF,CH",663460,single
"FF,CB,FF,CH,CB,SL",663460,strikeout
"SI,FF,SL,SL,FF,SL,CB",672578,field_out
"SL,SL,SL,SI",645261,field_out
"SL,SI",645261,field_out
"CH,FF",645261,field_out
"CH,SL,FF,FF,SL,SL,FF,SL",571760,strikeout
"SL,CH,CH,FF,FF",571760,double
"FF,SL,FF",641540,field_out
"FC,SL,FC,SI,SI",641540,field_out
"FF,FF,CB,CH,FF,CB",593334,strikeout
"CH,FF,CH,CB",593334,strikeout
"ST,FF,FF,SI,CH",650633,field_out
FF,656061,field_out
"CH,CH,FF,CH,FF",656222,walk
"FF,SL,FF,FF",664126,field_out
"CB,CH",676596,single
"SI,SI",676596,single
"SI,SI,SI,ST,ST",687330,single
"FF,FF",579328,field_out
"SL,SL,FF,SL,SL",579328,strikeout
"SI,SI,SI,SI,SL,SI,SI",641835,strikeout
"FC,CH,FC,CB",541640,field_out
FF,640448,home_run
"SI,CB",641771,sac_fly
"FF,CB,SL,SL,SI,SL",641771,strikeout
"FF,SL,FF",570666,field_out
"SL,SL,CH,SL,CH,SI",570666,field_out
"FF,FC,FF",664139,strikeout
"SL,CH,FF,CH,FF",669270,single
"SL,SL,SL,CH",669270,field_out
"ST,ST",592741,single
"FF,CB,FF",666159,strikeout
"CB,FF,FF",666159,field_out
"CB,CB,FF,FF,CB",666159,field_out
"SL,FF,FF,SL,SL,SL,FF",640448,walk
"FF,CH",605218,field_out
"FF,FF,FF,FF,FF,FF,FS,FS",640448,single
"CB,SI,CB",641771,field_out
"CB,SI,SL,SL,SL",641771,field_out
"ST,FC",669713,sac_bunt
"FF,ST,FF",669713,home_run
"ST,ST,ST,FC,FF",669713,single
"CH,CH,CH,CH,FF,CH",664294,field_out
"CB,CB,FF,FF",670280,field_out
"FF,FF,SL,FF",672710,field_out
"CB,FF,SL,CB",672710,field_out
"SL,FF",664126,field_out
"FC,FC",687330,double
SI,571927,force_out
"SI,SI,SI,CH,CB",571927,field_out
"SL,SI,CH,CH",571927,strikeout
"FF,FF",669467,field_out
"SL,FF,FF,SL,FF,ST,ST,CH,FF,SL",543507,field_out
"FF,SL,SL,FF,FF,SL",667427,strikeout
"ST,CH,CH,FF,ST",676664,strikeout
"FF,FF,ST,ST,ST,ST",676664,home_run
"ST,SI,SI,SI",472610,sac_bunt
"SL,FF,SL,SL,FF,FF,FF,FF",506433,walk
"SL,FS,SL,SL,CB",506433,hit_by_pitch
"CB,CH,CH,FF,CB,CH,CB",622503,double
"FF,FF,SI,SL,FF,SI",656464,strikeout
"FF,CB,FF,FF",668678,strikeout
FF,668678,field_out
"FF,FF,SL,FF,FF,FF",686753,strikeout
"FF,FF,CH,ST",502043,strikeout
"CH,ST,ST,SI",502043,single
"ST,ST,CH,ST,CH",502043,strikeout
"CB,FF",672335,double
"FF,FF,CB,FF,CB,CB,CB",601713,strikeout
"SL,CB,FF,SL,FF,FF,FF,CB",601713,strikeout
"FC,SI,FC,SI",670174,strikeout
"FC,FF,SL,SL",670174,strikeout
"FF,FS,FF,FS,FF,FF,FF,FS,FF",663986,strikeout
"SL,FF,SL,SL,CB,SL",669456,walk
"SL,SL,SL,SL,SL",669456,strikeout
"FF,FF,FF,FF,FF",675916,walk
"FF,SL,SL,SL",622259,strikeout
"FF,FF,FF,CB",666159,single
"FF,ST,ST,FF,FF,FF,CB",666159,field_out
"SI,SL,SI",671345,single
"FF,CB,FF,FC",628711,strikeout
"FF,CB,FF,CB,FC",628711,strikeout
"FC,FC",657571,field_out
"FC,FC,SI,FC,FC",541640,field_out
"FS,FS",640451,field_out
"CH,CH,SI,SL,CB",641771,field_out
"CB,CH,CH,SL,SI,SL",641771,field_out
FF,665048,field_out
"SI,SI,SI,CH",642545,strikeout
SL,642545,field_out
"FF,CH,FF,FF,CH,CH",660761,double
"FF,CH,FF,FF",660761,strikeout
ST,660761,double
"ST,ST,SI,SI",502043,grounded_into_double_play
ST,502043,field_out
"ST,FF,ST,ST,FF",670810,strikeout
"FF,SI,SI,FS,FS,FS",472610,field_out
"FF,FS,FF,FF,SL",506433,walk
"ST,CB",506433,grounded_into_double_play
"CH,CH,CH,FF,FF",622503,walk
"FF,FF,CH",641703,field_out
"CB,SL,FF,FF,FF",554340,field_out
"FF,FF,CH,FF,FF",579328,field_out
"CB,CH,CH",579328,field_out
"SL,FF,FF,SL,FS",657024,field_out
"FF,FF,FF,FF,SL,SL,FF",518489,field_out
"CB,FF,FF",601713,home_run
"SL,FF,FF",601713,strikeout
"FF,FC,FC,SI,FC",670174,field_out
"FF,FF,CB,FF,FC,FF,FF",628711,single
"CB,CB",628711,field_out
"SI,SL",660813,field_out
"FF,FF,FF",592773,home_run
"SI,CB",664285,double
"CB,SI",664285,field_out
"SI,SI,SI,CH,SI,CB,SI",664285,single
"FF,FF",666204,field_out
"FF,FF,FF,ST",676664,single
"ST,ST,FF,FF",676664,single
"ST,ST,FF",676664,field_out
"SL,FF,SL",669276,single
"CB,FF,CB",593334,strikeout
"CH,CH,CB,FF,CB,CB,CB,CH",593334,strikeout
FF,650633,single
"FF,SL,SL,FF,FF",656061,double
"SI,FF,CB,FF,CB,FF",608566,strikeout
"FF,CB,CB",608566,strikeout
"SI,SI,SI,SI,SI",664875,walk
"SL,FF",579328,field_out
"SL,SL,SL,FF,SL,SL,FF",579328,strikeout
"SI,SI,SI,SI,SL",641835,strikeout
"CB,CB,SI,SI,CB,SI,SI,SI,SI",676596,double
"CB,SI,SI",676596,single
"SI,ST,ST",687330,field_out
ST,687330,hit_by_pitch
"FS,FF,FF,FF,FF",592773,single
"SL,SL,SI,SL,SI",664285,strikeout
"SI,SI,SI,SL",664285,single
"SI,SI,CB",664285,single
"ST,ST,ST,SL,SL",506433,field_out
"ST,FF,FS,ST",506433,strikeout
"SI,CH,FF",593619,field_out
"CH,CH,SL,CH",622503,strikeout
"CH,FF,FF,CH",641703,strikeout
"FF,FF,CB,FF",518886,field_out
"SI,SI,SI,FC,FC",621237,strikeout
"FF,SI,FF",621381,single
"SI,SI,SI,SI",641835,strikeout
"FF,FF,SL,SL,SL,SL",453286,walk
"SL,FF,FF",453286,single
"ST,FC,SI,SI,SI,ST,SI",493603,single
"FF,SL",660593,field_out
"FF,FC,FC",621345,strikeout
"SL,FF,SL,SL",641729,single
"FF,CH,CH",689266,field_out
"SL,SL,FF",689266,field_out
FF,670280,field_error
"CB,FF,SL,CB",672710,field_out
"FF,CH,FF,SL,SL",672710,field_out
"SL,SL,SL,CB,FF",672710,field_error
"SL,FF,FF,SL",666200,strikeout
"FF,CH,FF",666200,field_out
"FF,SL",666200,single
"SI,CB,SI",446372,single
"SI,SI,CB,FC,FC",446372,field_out
"ST,SI,SI,SI",670167,single
"FF,FF,FF,FF,SL,FF,FF,FF,FF,FF",672391,field_out
"SL,SL,FF",677161,hit_by_pitch
"CH,SI",621249,single
"SI,ST,FF,ST,FF,ST,ST,FF",656605,walk
"SI,SI",656605,field_out
"ST,SI,SI,ST,CB,FF,ST,SI",656605,field_out
"SL,SI,SL,SL",643511,field_out
"SI,FF",657277,field_out
"SI,ST,ST,ST,SI",657277,single
"CB,CB",663546,field_error
"FC,CH,FC,FC,SI",446372,walk
CB,446372,home_run
"CH,FF,FF,CH",670167,strikeout
"FF,FF,FF,FF,FF,CH,FF,FF",672391,double
"CH,FF,FF,FF,FF,FF,CH",677161,double_play
"CH,FF,FF,FC",425844,strikeout
"CB,FF,CB,CH,FF,CB,FF",425844,strikeout
"CH,CB,CB,CH,FF,FF",425844,strikeout
"CH,ST,CH",664199,field_out
"FC,ST,FC,FC,ST,ST",543521,field_out
"FF,SL,SI,SL,SL",693821,hit_by_pitch
"SL,SL,SL,SL,SI,SI",693821,walk
"SL,SL,SI,SI",693821,walk
"FF,ST,FF",641154,strikeout
"SI,SI,FF,CH",641154,single
"ST,FF,CH,CH",643377,single
"SL,SL,FF,SI",657265,field_out
"FC,SI",669203,hit_by_pitch
"SL,FC,FC",669203,double
"FC,SL,FC,FC,CB,CH,SL,FC",669203,field_out
"FF,SL,SL",571945,field_out
"FF,SI,FF,SL",571945,field_out
"SI,SL,SI",571945,field_out
"SI,CH,FC,SI,CH,FF,CH",676050,field_out
"FF,FF,FF,FF",605400,caught_stealing_2b
FF,605400,field_out
"SI,SI,SI,SI,SI",518397,strikeout
"SI,SI,CH,SI,SI",657277,strikeout
"CH,CH,CH,CH",657277,field_out
"CH,CB,SI,CB,CB,SI,SI",663546,walk
"FF,FF,SI,FF,CB",605400,strikeout
"CB,FC",605400,field_out
"SI,SI,CB,CH",605400,double
"SI,SI,SL,SL,SI,SI,SI",642397,walk
"FF,FF,FF",605400,field_out
"CH,FF,CB",605400,single
"SI,CH,FF",605400,field_out
"SI,SL,SI,SI,SL,SI",642397,strikeout
"FF,SL,SL,FF,FF,SL",605447,single
"SL,FF,FF",666201,field_out
"FF,SI,SL,SI,FF",666201,field_out
"SL,SL,SI,SL",666201,field_out
"FF,FF,FF",523260,double
"ST,ST,ST,SI,ST",607481,field_out
"ST,ST,ST,FF,ST",641154,strikeout
SI,641154,field_out
"ST,ST,ST,FF,ST,CH",641154,strikeout
"SI,CB,CB,FF",571945,walk
"SI,SI,SI,FF,CB",571945,strikeout
"CB,SI,FF,FF,SI",571945,strikeout
"FF,FF,FF,CB,CB,CB,FF,SL",608717,field_out
"SL,FC",661403,field_out
"FF,SL,CB,FF,SL,SL,FF,SL,CB,FF,SL,SL",682120,home_run
"SL,FF",683769,field_out
"SL,SL,SL,CH,FF,SL",683769,double
"SL,FF,CH",683769,field_out
"FF,SI,FF,SI,SI",641154,field_out
"SI,SI,SI,CH,FF",641154,field_out
"FF,FF",643377,single
"FC,SI,SI,FC,FF,ST",518617,strikeout
"CB,CB",656302,field_out
"CH,FF,SL,SL",656302,field_out
"CB,SL,SL,FF,SL,FF",669424,walk
"FF,FF,FF,FF",608723,strikeout
"FF,CH,CH,FF",641329,field_out
"FF,FF",680570,field_out
"FF,ST,FF,CB",680570,single
SI,642528,force_out
"FF,FC,ST,ST,ST,ST",608723,strikeout
"FF,FF,ST,FF,ST,FF",680570,walk
ST,680570,single
"FC,CH",680570,field_out
"SI,SL",425844,field_out
"FC,CH,CB,SL",425844,single
"SI,SI,CB",425844,field_out
"SL,ST,SL,SL,ST",664199,walk
ST,669395,field_out
"SL,SL,CB",623474,force_out
"ST,FF,ST,ST",660271,field_out
"ST,ST,ST,ST,FF,ST,FF",660271,walk
"ST,CB,FS,SL,FS,ST,FF,CB",660271,strikeout
"SI,SL,FF",657044,No event
"FF,FF,FF,FF,FF",623167,walk
"FF,FF,FF,FF,CH,FF",623167,field_out
"FF,FF,FF,FF,FF",641627,strikeout
SI,662253,single
"SL,FF,SL,SL,FF",666374,walk
"FF,FF,FF",523260,field_out
"SI,SI,SI,SI",607481,walk
"SL,SL,FF,SL",656302,field_out
"FF,FF,SL,SL,SL,SL",656302,field_out
"SI,FC,FC",593958,field_out
"SL,SI",593958,field_out
"FC,FF,FC,FF,FF,SI",593958,single
"FF,FC,FC,FF",641302,field_out
"ST,SI,ST,FF,SI",571948,strikeout
"FF,CH,FF",642207,field_out
"FC,CH",669203,field_out
"FC,FC,CB,FC",669203,single
"CB,SI,CB,CB,SL",623474,single
SI,660271,single
"FC,FC,ST,FC,ST",660271,field_out
"CB,FC,ST,ST",660271,strikeout
"FF,ST,FF,FF,FC,ST",623167,single
"FF,FC,FF,FF,FF,FC,CH",623167,field_out
"SL,SI",650895,double
"FF,FF,FF,ST",682171,field_out
"FC,FC,FC,FC",543521,single
"SL,SL",693821,force_out
"SI,SL,SI,SL",693821,strikeout
"SL,SL,SL,SL,SL,SI,SL",693821,strikeout
"FF,ST,FF,FF,FF",640462,single
"FF,FF",666200,field_out
"FF,FF,SL,FF",666200,field_out
"CH,SL,SL",666200,strikeout
"FC,FF,FC",642239,field_out
"FF,FC,FF,FC",623167,field_out
"FC,CH,FF,FF,FF,FF,FF,FF,FF",623167,field_out
"SL,SL,SL,SL",666374,field_out
"ST,FF,FF,ST,ST,ST",682171,field_out
"FF,ST,FS,FF,ST,FF,ST",660271,walk
"ST,FF,ST",660271,field_out
"ST,CB,FF,ST,ST,ST",660271,strikeout
"FF,CH,FF",666200,strikeout
"SI,CH,FF,CH,FF,CH",666200,single
"FF,FF,CH,FF,SL,SL",666200,field_out
"SL,FF,SL,SL,FF,FF",595928,strikeout
"SL,FF",622098,single
"SL,FF,FF,FF,CH",656849,strikeout
FF,656849,single
FF,518617,field_out
"CH,SI,CH",523260,field_out
"FF,FF,FF,FF,FF",656302,strikeout
"SL,SL,CB,CB,SL",656302,strikeout
"FF,FF,FF,SL,FF,SL",669424,field_out
"SL,SL,SL",669276,field_out
"CB,CB,CB,FF",456713,field_out
"ST,SI,CH,ST",571948,field_out
"CB,SL,FC,CB",669203,strikeout
FC,669203,field_out
"SL,SL,FF,CB,FF",543037,strikeout
"FF,FF,SL",543037,strikeout
"SL,SL,CH,SL,FF,CB",543037,No event
"ST,SL,ST,ST,SI,SI",605280,strikeout
"FC,FF,FF,FF",623167,strikeout
"ST,FF,FF,FC",623167,field_out
"SI,SI,SL,SI,FF",662253,strikeout
"FF,SL,SL,SL,FF",666374,strikeout
"CB,FF",605400,single
"FF,FC,CB,CH,CB",605400,strikeout
"FF,FF,SI,SI",605400,field_out
